,age,length_of_service,clusters
1663,57,18,1
1664,58,19,1
1665,59,20,1
1666,60,21,1
1667,61,22,1
1668,62,23,1
1669,63,24,1
1670,64,25,1
1671,55,16,1
1672,56,17,1
1673,57,18,1
1674,58,19,1
1675,59,20,1
1676,60,21,1
1677,61,22,1
1678,62,23,1
1679,63,24,1
1680,55,16,1
1681,56,17,1
1682,57,18,1
1683,58,19,1
1684,59,20,1
1685,60,21,1
1686,61,22,1
1687,62,23,1
1688,63,24,1
1689,64,25,1
1690,55,16,1
1691,56,17,1
1692,57,18,1
1693,58,19,1
1694,59,20,1
1695,60,21,1
1696,61,22,1
1697,62,23,1
1698,63,24,1
1699,64,25,1
1700,55,16,1
1701,56,17,1
1702,57,18,1
1703,58,19,1
1704,59,20,1
1705,60,21,1
1706,61,22,1
1707,62,23,1
1708,63,24,1
1709,55,16,1
1710,56,17,1
1711,57,18,1
1712,58,19,1
1713,59,20,1
1714,60,21,1
1715,61,22,1
1716,62,23,1
1717,63,24,1
1718,64,25,1
1719,55,16,1
1720,56,17,1
1721,57,18,1
1722,58,19,1
1723,59,20,1
1724,60,21,1
1725,61,22,1
1726,62,23,1
1727,63,24,1
1728,64,25,1
1729,55,16,1
1730,56,17,1
1731,57,18,1
1732,58,19,1
1733,59,20,1
1734,60,21,1
1735,61,22,1
1736,62,23,1
1737,63,24,1
1738,64,25,1
1739,55,16,1
1740,56,17,1
1741,57,18,1
1742,58,19,1
1743,59,20,1
1744,60,21,1
1745,61,22,1
1746,62,23,1
1747,63,24,1
1748,64,25,1
1749,55,16,1
1750,56,17,1
1751,57,18,1
1752,58,19,1
1753,59,20,1
1754,60,21,1
1755,61,22,1
1756,62,23,1
1757,63,24,1
1758,64,25,1
1759,55,16,1
1760,56,17,1
1761,57,18,1
1762,58,19,1
1763,59,20,1
1764,60,21,1
1765,61,22,1
1766,62,23,1
1767,63,24,1
1768,64,25,1
1769,55,16,1
1770,56,17,1
1771,57,18,1
1772,58,19,1
1773,59,20,1
1774,60,21,1
1775,61,22,1
1776,62,23,1
1777,63,24,1
1778,64,25,1
1779,55,16,1
1780,56,17,1
1781,57,18,1
1782,58,19,1
1783,59,20,1
1784,60,21,1
1785,61,22,1
1786,62,23,1
1787,63,24,1
1788,64,25,1
1789,55,16,1
1790,56,17,1
1791,57,18,1
1792,58,19,1
1793,59,20,1
1794,60,21,1
1795,61,22,1
1796,62,23,1
1797,63,24,1
1798,55,16,1
1799,56,17,1
1800,57,18,1
1801,58,19,1
1802,59,20,1
1803,60,21,1
1804,61,22,1
1805,62,23,1
1806,63,24,1
1807,64,25,1
1808,55,16,1
1809,56,17,1
1810,57,18,1
1811,58,19,1
1812,59,20,1
1813,60,21,1
1814,61,22,1
1815,62,23,1
1816,63,24,1
1817,64,25,1
1818,55,16,1
1819,56,17,1
1820,57,18,1
1821,58,19,1
1822,59,20,1
1823,60,21,1
1824,61,22,1
1825,62,23,1
1826,63,24,1
1827,64,25,1
1828,55,16,1
1829,56,17,1
1830,57,18,1
1831,58,19,1
1832,59,20,1
1833,60,21,1
1834,61,22,1
1835,62,23,1
1836,63,24,1
1837,64,25,1
1838,55,16,1
1839,56,17,1
1840,57,18,1
1841,58,19,1
1842,59,20,1
1843,60,21,1
1844,61,22,1
1845,62,23,1
1846,63,24,1
1847,64,25,1
1848,55,16,1
1849,56,17,1
1850,57,18,1
1851,58,19,1
1852,59,20,1
1853,60,21,1
1854,61,22,1
1855,62,23,1
1856,63,24,1
1857,64,25,1
1858,55,16,1
1859,56,17,1
1860,57,18,1
1861,58,19,1
1862,59,20,1
1863,60,21,1
1864,61,22,1
1865,62,23,1
1866,63,24,1
1867,64,25,1
1868,55,16,1
1869,56,17,1
1870,57,18,1
1871,58,19,1
1872,59,20,1
1873,60,21,1
1874,61,22,1
1875,62,23,1
1876,63,24,1
1877,64,25,1
1878,55,16,1
1879,56,17,1
1880,57,18,1
1881,58,19,1
1882,59,20,1
1883,60,21,1
1884,61,22,1
1885,62,23,1
1886,63,24,1
1887,64,25,1
1888,55,16,1
1889,56,17,1
1890,57,18,1
1891,58,19,1
1892,59,20,1
1893,60,21,1
1894,61,22,1
1895,62,23,1
1896,63,24,1
1897,64,25,1
1898,55,16,1
1899,56,17,1
1900,57,18,1
1901,58,19,1
1902,59,20,1
1903,60,21,1
1904,61,22,1
1905,62,23,1
1906,63,24,1
1907,64,25,1
1908,55,16,1
1909,56,17,1
1910,57,18,1
1911,58,19,1
1912,59,20,1
1913,60,21,1
1914,61,22,1
1915,62,23,1
1916,63,24,1
1917,64,25,1
1918,55,16,1
1919,56,17,1
1920,57,18,1
1921,58,19,1
1922,59,20,1
1923,60,21,1
1924,61,22,1
1925,62,23,1
1926,63,24,1
1927,64,25,1
1928,55,16,1
1929,56,17,1
1930,57,18,1
1931,58,19,1
1932,59,20,1
1933,60,21,1
1934,61,22,1
1935,62,23,1
1936,63,24,1
1937,64,25,1
1938,55,16,1
1939,56,17,1
1940,57,18,1
1941,58,19,1
1942,59,20,1
1943,60,21,1
1944,61,22,1
1945,62,23,1
1946,63,24,1
1947,64,25,1
1948,55,16,1
1949,56,17,1
1950,57,18,1
1951,58,19,1
1952,59,20,1
1953,60,21,1
1954,61,22,1
1955,62,23,1
1956,63,24,1
1957,64,25,1
1958,55,16,1
1959,56,17,1
1960,57,18,1
1961,58,19,1
1962,59,20,1
1963,60,21,1
1964,61,22,1
1965,62,23,1
1966,63,24,1
1967,64,25,1
1968,55,16,1
1969,56,17,1
1970,57,18,1
1971,58,19,1
1972,59,20,1
1973,60,21,1
1974,61,22,1
1975,62,23,1
1976,63,24,1
1977,64,25,1
1978,55,16,1
1979,56,17,1
1980,57,18,1
1981,58,19,1
1982,59,20,1
1983,60,21,1
1984,61,22,1
1985,62,23,1
1986,63,24,1
1987,64,25,1
1988,55,16,1
1989,56,17,1
1990,57,18,1
1991,58,19,1
1992,59,20,1
1993,60,21,1
1994,61,22,1
1995,62,23,1
1996,63,24,1
1997,64,25,1
1998,55,16,1
1999,56,17,1
2000,57,18,1
2001,58,19,1
2002,59,20,1
2003,60,21,1
2004,61,22,1
2005,62,23,1
2006,63,24,1
2007,64,25,1
2008,55,16,1
2009,56,17,1
2010,57,18,1
2011,58,19,1
2012,59,20,1
2013,60,21,1
2014,61,22,1
2015,62,23,1
2016,63,24,1
2017,55,16,1
2018,56,17,1
2019,57,18,1
2020,58,19,1
2021,59,20,1
2022,60,21,1
2023,61,22,1
2024,62,23,1
2025,63,24,1
2026,55,16,1
2027,56,17,1
2028,57,18,1
2029,58,19,1
2030,59,20,1
2031,60,21,1
2032,61,22,1
2033,62,23,1
2034,63,24,1
2035,55,16,1
2036,56,17,1
2037,57,18,1
2038,58,19,1
2039,59,20,1
2040,60,21,1
2041,61,22,1
2042,62,23,1
2043,63,24,1
2044,55,16,1
2045,56,17,1
2046,57,18,1
2047,58,19,1
2048,59,20,1
2049,60,21,1
2050,61,22,1
2051,62,23,1
2052,63,24,1
2053,64,25,1
2054,55,16,1
2055,56,17,1
2056,57,18,1
2057,58,19,1
2058,59,20,1
2059,60,21,1
2060,61,22,1
2061,62,23,1
2062,63,24,1
2063,55,16,1
2064,56,17,1
2065,57,18,1
2066,58,19,1
2067,59,20,1
2068,60,21,1
2069,61,22,1
2070,62,23,1
2071,63,24,1
2072,55,16,1
2073,56,17,1
2074,57,18,1
2075,58,19,1
2076,59,20,1
2077,60,21,1
2078,61,22,1
2079,62,23,1
2080,63,24,1
2081,55,16,1
2082,56,17,1
2083,57,18,1
2084,58,19,1
2085,59,20,1
2086,60,21,1
2087,61,22,1
2088,62,23,1
2089,63,24,1
2090,64,25,1
2091,55,16,1
2092,56,17,1
2093,57,18,1
2094,58,19,1
2095,59,20,1
2096,60,21,1
2097,61,22,1
2098,62,23,1
2099,63,24,1
2100,64,25,1
2101,55,16,1
2102,56,17,1
2103,57,18,1
2104,58,19,1
2105,59,20,1
2106,60,21,1
2107,61,22,1
2108,62,23,1
2109,63,24,1
2110,55,16,1
2111,56,17,1
2112,57,18,1
2113,58,19,1
2114,59,20,1
2115,60,21,1
2116,61,22,1
2117,62,23,1
2118,63,24,1
2119,64,25,1
2120,55,15,1
2121,56,16,1
2122,57,17,1
2123,58,18,1
2124,59,19,1
2125,60,20,1
2126,61,21,1
2127,62,22,1
2128,63,23,1
2129,64,24,1
2130,55,15,1
2131,56,16,1
2132,57,17,1
2133,58,18,1
2134,59,19,1
2135,60,20,1
2136,61,21,1
2137,62,22,1
2138,63,23,1
2139,55,15,1
2140,56,16,1
2141,57,17,1
2142,58,18,1
2143,59,19,1
2144,60,20,1
2145,61,21,1
2146,62,22,1
2147,63,23,1
2148,55,15,1
2149,56,16,1
2150,57,17,1
2151,58,18,1
2152,59,19,1
2153,60,20,1
2154,61,21,1
2155,62,22,1
2156,63,23,1
2157,64,24,1
2158,55,15,1
2159,56,16,1
2160,57,17,1
2161,58,18,1
2162,59,19,1
2163,60,20,1
2164,61,21,1
2165,62,22,1
2166,63,23,1
2167,64,24,1
2168,55,15,1
2169,56,16,1
2170,57,17,1
2171,58,18,1
2172,59,19,1
2173,60,20,1
2174,61,21,1
2175,62,22,1
2176,63,23,1
2177,64,24,1
2178,55,15,1
2179,56,16,1
2180,57,17,1
2181,58,18,1
2182,59,19,1
2183,60,20,1
2184,61,21,1
2185,62,22,1
2186,63,23,1
2187,64,24,1
2188,55,15,1
2189,56,16,1
2190,57,17,1
2191,58,18,1
2192,59,19,1
2193,60,20,1
2194,61,21,1
2195,62,22,1
2196,63,23,1
2197,64,24,1
2198,55,15,1
2199,56,16,1
2200,57,17,1
2201,58,18,1
2202,59,19,1
2203,60,20,1
2204,61,21,1
2205,62,22,1
2206,63,23,1
2207,64,24,1
2208,55,15,1
2209,56,16,1
2210,57,17,1
2211,58,18,1
2212,59,19,1
2213,60,20,1
2214,61,21,1
2215,62,22,1
2216,63,23,1
2217,64,24,1
2218,55,15,1
2219,56,16,1
2220,57,17,1
2221,58,18,1
2222,59,19,1
2223,60,20,1
2224,61,21,1
2225,62,22,1
2226,63,23,1
2227,64,24,1
2228,55,15,1
2229,56,16,1
2230,57,17,1
2231,58,18,1
2232,59,19,1
2233,60,20,1
2234,61,21,1
2235,62,22,1
2236,63,23,1
2237,64,24,1
2238,55,15,1
2239,56,16,1
2240,57,17,1
2241,58,18,1
2242,59,19,1
2243,60,20,1
2244,61,21,1
2245,62,22,1
2246,63,23,1
2247,64,24,1
2248,55,15,1
2249,56,16,1
2250,57,17,1
2251,58,18,1
2252,59,19,1
2253,60,20,1
2254,61,21,1
2255,62,22,1
2256,63,23,1
2257,64,24,1
2258,55,15,1
2259,56,16,1
2260,57,17,1
2261,58,18,1
2262,59,19,1
2263,60,20,1
2264,61,21,1
2265,62,22,1
2266,63,23,1
2267,64,24,1
2268,55,15,1
2269,56,16,1
2270,57,17,1
2271,58,18,1
2272,59,19,1
2273,60,20,1
2274,61,21,1
2275,62,22,1
2276,63,23,1
2277,64,24,1
2278,55,15,1
2279,56,16,1
2280,57,17,1
2281,58,18,1
2282,59,19,1
2283,60,20,1
2284,61,21,1
2285,62,22,1
2286,63,23,1
2287,64,24,1
2288,55,15,1
2289,55,15,1
2290,56,16,1
2291,57,17,1
2292,58,18,1
2293,59,19,1
2294,60,20,1
2295,61,21,1
2296,62,22,1
2297,63,23,1
2298,64,24,1
2299,55,15,1
2300,56,16,1
2301,57,17,1
2302,58,18,1
2303,59,19,1
2304,60,20,1
2305,61,21,1
2306,62,22,1
2307,63,23,1
2308,64,24,1
2309,55,15,1
2310,56,16,1
2311,57,17,1
2312,58,18,1
2313,59,19,1
2314,60,20,1
2315,61,21,1
2316,62,22,1
2317,63,23,1
2318,64,24,1
2319,55,15,1
2320,56,16,1
2321,57,17,1
2322,58,18,1
2323,59,19,1
2324,60,20,1
2325,61,21,1
2326,62,22,1
2327,63,23,1
2328,64,24,1
2329,55,15,1
2330,56,16,1
2331,57,17,1
2332,58,18,1
2333,59,19,1
2334,60,20,1
2335,61,21,1
2336,62,22,1
2337,63,23,1
2338,64,24,1
2339,55,15,1
2340,56,16,1
2341,57,17,1
2342,58,18,1
2343,59,19,1
2344,60,20,1
2345,61,21,1
2346,62,22,1
2347,63,23,1
2348,64,24,1
2349,55,15,1
2350,56,16,1
2351,57,17,1
2352,58,18,1
2353,59,19,1
2354,60,20,1
2355,61,21,1
2356,62,22,1
2357,63,23,1
2358,64,24,1
2359,55,15,1
2360,56,16,1
2361,57,17,1
2362,58,18,1
2363,59,19,1
2364,60,20,1
2365,61,21,1
2366,62,22,1
2367,63,23,1
2368,64,24,1
2369,55,15,1
2370,56,16,1
2371,57,17,1
2372,58,18,1
2373,59,19,1
2374,60,20,1
2375,61,21,1
2376,62,22,1
2377,63,23,1
2378,64,24,1
2379,55,15,1
2380,56,16,1
2381,57,17,1
2382,58,18,1
2383,59,19,1
2384,60,20,1
2385,61,21,1
2386,62,22,1
2387,63,23,1
2388,64,24,1
2389,55,15,1
2390,56,16,1
2391,57,17,1
2392,58,18,1
2393,59,19,1
2394,60,20,1
2395,61,21,1
2396,62,22,1
2397,63,23,1
2398,64,24,1
2399,55,15,1
2400,56,16,1
2401,57,17,1
2402,58,18,1
2403,59,19,1
2404,60,20,1
2405,61,21,1
2406,62,22,1
2407,63,23,1
2408,64,24,1
2409,55,15,1
2410,56,16,1
2411,57,17,1
2412,58,18,1
2413,59,19,1
2414,60,20,1
2415,61,21,1
2416,62,22,1
2417,63,23,1
2418,64,24,1
2419,55,15,1
2420,56,16,1
2421,57,17,1
2422,58,18,1
2423,59,19,1
2424,60,20,1
2425,61,21,1
2426,62,22,1
2427,63,23,1
2428,64,24,1
2429,55,15,1
2430,56,16,1
2431,57,17,1
2432,58,18,1
2433,59,19,1
2434,60,20,1
2435,61,21,1
2436,62,22,1
2437,63,23,1
2438,64,24,1
2439,55,15,1
2440,56,16,1
2441,57,17,1
2442,58,18,1
2443,59,19,1
2444,60,20,1
2445,61,21,1
2446,62,22,1
2447,63,23,1
2448,64,24,1
2449,55,15,1
2450,56,16,1
2451,57,17,1
2452,58,18,1
2453,59,19,1
2454,60,20,1
2455,61,21,1
2456,62,22,1
2457,63,23,1
2458,64,24,1
2459,55,15,1
2460,56,16,1
2461,57,17,1
2462,58,18,1
2463,59,19,1
2464,60,20,1
2465,61,21,1
2466,62,22,1
2467,63,23,1
2468,64,24,1
2469,55,15,1
2470,56,16,1
2471,57,17,1
2472,58,18,1
2473,59,19,1
2474,60,20,1
2475,61,21,1
2476,62,22,1
2477,63,23,1
2478,64,24,1
2479,55,15,1
2480,56,16,1
2481,57,17,1
2482,58,18,1
2483,59,19,1
2484,60,20,1
2485,61,21,1
2486,62,22,1
2487,63,23,1
2488,64,24,1
2489,55,15,1
2490,56,16,1
2491,57,17,1
2492,58,18,1
2493,59,19,1
2494,60,20,1
2495,61,21,1
2496,62,22,1
2497,63,23,1
2498,64,24,1
2499,55,15,1
2500,56,16,1
2501,57,17,1
2502,58,18,1
2503,59,19,1
2504,60,20,1
2505,61,21,1
2506,62,22,1
2507,63,23,1
2508,64,24,1
2509,55,15,1
2510,56,16,1
2511,57,17,1
2512,58,18,1
2513,59,19,1
2514,60,20,1
2515,61,21,1
2516,62,22,1
2517,63,23,1
2518,64,24,1
2519,55,15,1
2520,56,16,1
2521,57,17,1
2522,58,18,1
2523,59,19,1
2524,60,20,1
2525,61,21,1
2526,62,22,1
2527,63,23,1
2528,64,24,1
2529,55,15,1
2530,56,16,1
2531,57,17,1
2532,58,18,1
2533,59,19,1
2534,60,20,1
2535,61,21,1
2536,62,22,1
2537,63,23,1
2538,55,15,1
2539,56,16,1
2540,57,17,1
2541,58,18,1
2542,59,19,1
2543,60,20,1
2544,61,21,1
2545,62,22,1
2546,63,23,1
2547,64,24,1
2548,55,15,1
2549,56,16,1
2550,57,17,1
2551,58,18,1
2552,59,19,1
2553,60,20,1
2554,61,21,1
2555,62,22,1
2556,63,23,1
2557,64,24,1
2558,55,15,1
2559,56,16,1
2560,57,17,1
2561,58,18,1
2562,59,19,1
2563,60,20,1
2564,61,21,1
2565,62,22,1
2566,63,23,1
2567,64,24,1
2568,55,15,1
2569,56,16,1
2570,57,17,1
2571,58,18,1
2572,59,19,1
2573,60,20,1
2574,61,21,1
2575,62,22,1
2576,63,23,1
2577,64,24,1
2578,55,15,1
2579,56,16,1
2580,57,17,1
2581,58,18,1
2582,59,19,1
2583,60,20,1
2584,61,21,1
2585,62,22,1
2586,63,23,1
2587,64,24,1
2588,55,15,1
2589,56,16,1
2590,57,17,1
2591,58,18,1
2592,59,19,1
2593,60,20,1
2594,61,21,1
2595,62,22,1
2596,63,23,1
2597,64,24,1
2598,55,15,1
2599,56,16,1
2600,57,17,1
2601,58,18,1
2602,59,19,1
2603,60,20,1
2604,61,21,1
2605,62,22,1
2606,63,23,1
2607,64,24,1
2608,54,15,1
2609,55,16,1
2610,56,17,1
2611,57,18,1
2612,58,19,1
2613,59,20,1
2614,60,21,1
2615,61,22,1
2616,62,23,1
2617,63,24,1
2618,54,15,1
2619,55,16,1
2620,56,17,1
2621,57,18,1
2622,58,19,1
2623,59,20,1
2624,60,21,1
2625,61,22,1
2626,62,23,1
2627,63,24,1
2628,54,15,1
2629,55,16,1
2630,56,17,1
2631,57,18,1
2632,58,19,1
2633,59,20,1
2634,60,21,1
2635,61,22,1
2636,62,23,1
2637,63,24,1
2638,54,15,1
2639,55,16,1
2640,56,17,1
2641,57,18,1
2642,58,19,1
2643,59,20,1
2644,60,21,1
2645,61,22,1
2646,62,23,1
2647,63,24,1
2648,54,15,1
2649,55,16,1
2650,56,17,1
2651,57,18,1
2652,58,19,1
2653,59,20,1
2654,60,21,1
2655,61,22,1
2656,62,23,1
2657,63,24,1
2658,54,15,1
2659,55,16,1
2660,56,17,1
2661,57,18,1
2662,58,19,1
2663,59,20,1
2664,60,21,1
2665,61,22,1
2666,62,23,1
2667,63,24,1
2668,54,15,1
2669,55,16,1
2670,56,17,1
2671,57,18,1
2672,58,19,1
2673,59,20,1
2674,60,21,1
2675,61,22,1
2676,62,23,1
2677,63,24,1
2678,54,15,1
2679,55,16,1
2680,56,17,1
2681,57,18,1
2682,58,19,1
2683,59,20,1
2684,60,21,1
2685,61,22,1
2686,62,23,1
2687,63,24,1
2688,54,15,1
2689,55,16,1
2690,56,17,1
2691,57,18,1
2692,58,19,1
2693,59,20,1
2694,60,21,1
2695,61,22,1
2696,62,23,1
2697,63,24,1
2698,54,15,1
2699,55,16,1
2700,56,17,1
2701,57,18,1
2702,58,19,1
2703,59,20,1
2704,60,21,1
2705,61,22,1
2706,62,23,1
2707,63,24,1
2708,54,15,1
2709,55,16,1
2710,56,17,1
2711,57,18,1
2712,58,19,1
2713,59,20,1
2714,60,21,1
2715,61,22,1
2716,62,23,1
2717,63,24,1
2718,54,15,1
2719,55,16,1
2720,56,17,1
2721,57,18,1
2722,58,19,1
2723,59,20,1
2724,60,21,1
2725,61,22,1
2726,62,23,1
2727,63,24,1
2728,54,15,1
2729,55,16,1
2730,56,17,1
2731,57,18,1
2732,58,19,1
2733,59,20,1
2734,54,15,1
2735,55,16,1
2736,56,17,1
2737,57,18,1
2738,58,19,1
2739,59,20,1
2740,60,21,1
2741,61,22,1
2742,62,23,1
2743,63,24,1
2744,54,15,1
2745,55,16,1
2746,56,17,1
2747,57,18,1
2748,58,19,1
2749,59,20,1
2750,60,21,1
2751,61,22,1
2752,62,23,1
2753,63,24,1
2754,54,15,1
2755,55,16,1
2756,56,17,1
2757,57,18,1
2758,58,19,1
2759,59,20,1
2760,60,21,1
2761,61,22,1
2762,62,23,1
2763,54,15,1
2764,55,16,1
2765,56,17,1
2766,57,18,1
2767,58,19,1
2768,59,20,1
2769,60,21,1
2770,61,22,1
2771,62,23,1
2772,63,24,1
2773,54,15,1
2774,55,16,1
2775,56,17,1
2776,57,18,1
2777,58,19,1
2778,59,20,1
2779,60,21,1
2780,61,22,1
2781,62,23,1
2782,63,24,1
2783,54,15,1
2784,55,16,1
2785,56,17,1
2786,57,18,1
2787,58,19,1
2788,59,20,1
2789,60,21,1
2790,61,22,1
2791,62,23,1
2792,63,24,1
2793,54,15,1
2794,55,16,1
2795,56,17,1
2796,57,18,1
2797,58,19,1
2798,59,20,1
2799,60,21,1
2800,61,22,1
2801,62,23,1
2802,63,24,1
2803,54,15,1
2804,55,16,1
2805,56,17,1
2806,57,18,1
2807,58,19,1
2808,59,20,1
2809,60,21,1
2810,61,22,1
2811,62,23,1
2812,63,24,1
2813,54,15,1
2814,55,16,1
2815,56,17,1
2816,57,18,1
2817,58,19,1
2818,59,20,1
2819,60,21,1
2820,61,22,1
2821,62,23,1
2822,63,24,1
2823,54,15,1
2824,55,16,1
2825,56,17,1
2826,57,18,1
2827,58,19,1
2828,59,20,1
2829,60,21,1
2830,61,22,1
2831,62,23,1
2832,63,24,1
2833,54,15,1
2834,55,16,1
2835,56,17,1
2836,57,18,1
2837,58,19,1
2838,59,20,1
2839,60,21,1
2840,61,22,1
2841,62,23,1
2842,63,24,1
2843,54,15,1
2844,55,16,1
2845,56,17,1
2846,57,18,1
2847,58,19,1
2848,59,20,1
2849,60,21,1
2850,61,22,1
2851,62,23,1
2852,63,24,1
2853,54,15,1
2854,55,16,1
2855,56,17,1
2856,57,18,1
2857,58,19,1
2858,59,20,1
2859,60,21,1
2860,61,22,1
2861,62,23,1
2862,63,24,1
2863,54,15,1
2864,55,16,1
2865,56,17,1
2866,57,18,1
2867,58,19,1
2868,59,20,1
2869,60,21,1
2870,61,22,1
2871,62,23,1
2872,63,24,1
2873,54,15,1
2874,55,16,1
2875,56,17,1
2876,57,18,1
2877,58,19,1
2878,59,20,1
2879,60,21,1
2880,61,22,1
2881,62,23,1
2882,63,24,1
2883,54,15,1
2884,55,16,1
2885,56,17,1
2886,57,18,1
2887,58,19,1
2888,59,20,1
2889,60,21,1
2890,61,22,1
2891,62,23,1
2892,63,24,1
2893,54,15,1
2894,55,16,1
2895,56,17,1
2896,57,18,1
2897,58,19,1
2898,59,20,1
2899,60,21,1
2900,61,22,1
2901,62,23,1
2902,63,24,1
2903,54,15,1
2904,55,16,1
2905,56,17,1
2906,57,18,1
2907,58,19,1
2908,59,20,1
2909,60,21,1
2910,61,22,1
2911,62,23,1
2912,63,24,1
2913,54,15,1
2914,55,16,1
2915,56,17,1
2916,57,18,1
2917,58,19,1
2918,59,20,1
2919,60,21,1
2920,61,22,1
2921,62,23,1
2922,63,24,1
2923,54,15,1
2924,55,16,1
2925,56,17,1
2926,57,18,1
2927,58,19,1
2928,59,20,1
2929,60,21,1
2930,61,22,1
2931,62,23,1
2932,63,24,1
2933,54,15,1
2934,55,16,1
2935,56,17,1
2936,57,18,1
2937,58,19,1
2938,59,20,1
2939,60,21,1
2940,61,22,1
2941,54,15,1
2942,55,16,1
2943,56,17,1
2944,57,18,1
2945,58,19,1
2946,59,20,1
2947,60,21,1
2948,61,22,1
2949,62,23,1
2950,63,24,1
2951,54,15,1
2952,55,16,1
2953,56,17,1
2954,57,18,1
2955,58,19,1
2956,59,20,1
2957,60,21,1
2958,61,22,1
2959,62,23,1
2960,63,24,1
2961,54,15,1
2962,55,16,1
2963,56,17,1
2964,57,18,1
2965,58,19,1
2966,59,20,1
2967,60,21,1
2968,61,22,1
2969,62,23,1
2970,63,24,1
2971,54,15,1
2972,55,16,1
2973,56,17,1
2974,57,18,1
2975,58,19,1
2976,59,20,1
2977,60,21,1
2978,61,22,1
2979,62,23,1
2980,63,24,1
2981,54,15,1
2982,55,16,1
2983,56,17,1
2984,57,18,1
2985,58,19,1
2986,59,20,1
2987,60,21,1
2988,61,22,1
2989,62,23,1
2990,63,24,1
2991,54,15,1
2992,55,16,1
2993,56,17,1
2994,57,18,1
2995,58,19,1
2996,59,20,1
2997,60,21,1
2998,61,22,1
2999,62,23,1
3000,63,24,1
3001,54,15,1
3002,55,16,1
3003,56,17,1
3004,57,18,1
3005,58,19,1
3006,59,20,1
3007,60,21,1
3008,61,22,1
3009,62,23,1
3010,63,24,1
3011,54,15,1
3012,55,16,1
3013,56,17,1
3014,57,18,1
3015,58,19,1
3016,59,20,1
3017,60,21,1
3018,61,22,1
3019,62,23,1
3020,63,24,1
3021,54,15,1
3022,55,16,1
3023,56,17,1
3024,57,18,1
3025,58,19,1
3026,59,20,1
3027,60,21,1
3028,61,22,1
3029,62,23,1
3030,63,24,1
3031,54,15,1
3032,55,16,1
3033,56,17,1
3034,57,18,1
3035,58,19,1
3036,59,20,1
3037,60,21,1
3038,61,22,1
3039,62,23,1
3040,63,24,1
3041,54,15,1
3042,55,16,1
3043,56,17,1
3044,57,18,1
3045,58,19,1
3046,59,20,1
3047,60,21,1
3048,61,22,1
3049,62,23,1
3050,63,24,1
3051,54,15,1
3052,55,16,1
3053,56,17,1
3054,57,18,1
3055,58,19,1
3056,59,20,1
3057,60,21,1
3058,61,22,1
3059,62,23,1
3060,63,24,1
3061,54,15,1
3062,55,16,1
3063,56,17,1
3064,57,18,1
3065,58,19,1
3066,59,20,1
3067,60,21,1
3068,61,22,1
3069,62,23,1
3070,63,24,1
3071,54,15,1
3072,55,16,1
3073,56,17,1
3074,57,18,1
3075,58,19,1
3076,59,20,1
3077,60,21,1
3078,61,22,1
3079,62,23,1
3080,63,24,1
3081,54,15,1
3082,55,16,1
3083,56,17,1
3084,57,18,1
3085,58,19,1
3086,59,20,1
3087,60,21,1
3088,61,22,1
3089,54,15,1
3090,55,16,1
3091,56,17,1
3092,57,18,1
3093,58,19,1
3094,59,20,1
3095,60,21,1
3096,61,22,1
3097,62,23,1
3098,63,24,1
3099,54,15,1
3100,55,16,1
3101,56,17,1
3102,57,18,1
3103,58,19,1
3104,59,20,1
3105,60,21,1
3106,61,22,1
3107,62,23,1
3108,63,24,1
3109,54,15,1
3110,55,16,1
3111,56,17,1
3112,57,18,1
3113,58,19,1
3114,59,20,1
3115,60,21,1
3116,61,22,1
3117,62,23,1
3118,63,24,1
3119,54,15,1
3120,55,16,1
3121,56,17,1
3122,57,18,1
3123,58,19,1
3124,59,20,1
3125,60,21,1
3126,61,22,1
3127,62,23,1
3128,63,24,1
3129,54,15,1
3130,55,16,1
3131,56,17,1
3132,57,18,1
3133,58,19,1
3134,59,20,1
3135,60,21,1
3136,61,22,1
3137,62,23,1
3138,63,24,1
3139,54,15,1
3140,55,16,1
3141,56,17,1
3142,57,18,1
3143,58,19,1
3144,59,20,1
3145,60,21,1
3146,61,22,1
3147,62,23,1
3148,63,24,1
3149,54,15,1
3150,55,16,1
3151,56,17,1
3152,57,18,1
3153,58,19,1
3154,59,20,1
3155,60,21,1
3156,61,22,1
3157,62,23,1
3158,63,24,1
3159,54,15,1
3160,55,16,1
3161,56,17,1
3162,57,18,1
3163,58,19,1
3164,59,20,1
3165,60,21,1
3166,61,22,1
3167,62,23,1
3168,63,24,1
3169,54,15,1
3170,55,16,1
3171,56,17,1
3172,57,18,1
3173,58,19,1
3174,59,20,1
3175,60,21,1
3176,61,22,1
3177,62,23,1
3178,63,24,1
3179,54,15,1
3180,55,16,1
3181,56,17,1
3182,57,18,1
3183,58,19,1
3184,59,20,1
3185,60,21,1
3186,61,22,1
3187,62,23,1
3188,63,24,1
3189,54,15,1
3190,55,16,1
3191,56,17,1
3192,57,18,1
3193,58,19,1
3194,59,20,1
3195,60,21,1
3196,61,22,1
3197,62,23,1
3198,63,24,1
3199,54,15,1
3200,55,16,1
3201,56,17,1
3202,57,18,1
3203,58,19,1
3204,59,20,1
3205,60,21,1
3206,61,22,1
3207,62,23,1
3208,63,24,1
3209,54,15,1
3210,55,16,1
3211,56,17,1
3212,57,18,1
3213,58,19,1
3214,59,20,1
3215,60,21,1
3216,61,22,1
